field_manufacturer,title,field_category,field_module_size,field_location,field_stock,field_available,field_quantity,field_date_scraped,field_supplier,field_url,field_price,field_moq
Trina Solar,TSM-705NEG21C.20 Vertex N,Module,0,0,0,1739894400.0,0,15/12/2024 09:03:45,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/63723/tsm-705neg21c.20-vertex-n?c=55,77.55,0
AXITEC,AXIbiperfect GXQ TS AC-700TGB/132TS,Module,0,0,Yes,0,4512,15/12/2024 09:03:45,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/55396/axibiperfect-gxq-ts-ac-700tgb/132ts?c=55,73.5,4512
Trina Solar,TSM-700NEG21C.20 Vertex N,Module,0,0,0,1739894400.0,0,15/12/2024 09:03:45,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/59493/tsm-700neg21c.20-vertex-n?c=55,73.5,0
Trina Solar,TSM-615NEG19RC.20 Vertex N,Module,0,0,0,1739289600.0,0,15/12/2024 09:03:45,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/63179/tsm-615neg19rc.20-vertex-n?c=55,67.65,0
AXITEC,AXIbiperfect GQ TS AC-610TGB/132TS,Module,0,0,Yes,0,9300,15/12/2024 09:03:45,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/60009/axibiperfect-gq-ts-ac-610tgb/132ts?c=55,64.05,9300
Trina Solar,TSM-610NEG19RC.20 Vertex N,Module,0,0,Yes,0,3599,15/12/2024 09:03:45,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/60855/tsm-610neg19rc.20-vertex-n?c=55,67.1,3599
Trina Solar,TSM-610NEG19RC.20 Vertex N,Module,0,0,Yes,0,4135,15/12/2024 09:03:46,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/63052/tsm-610neg19rc.20-vertex-n?c=55,67.1,4135
JA Solar,JAM66D45-610W/ LB,Module,0,0,Yes,0,4902,15/12/2024 09:03:46,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/63607/jam66d45-610w/lb?c=55,73.2,4902
Trina Solar,TSM-605NEG19RC.20 Vertex N,Module,0,0,Yes,0,350,15/12/2024 09:03:46,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/63347/tsm-605neg19rc.20-vertex-n?c=55,84.7,350
Trina Solar,TSM-600NEG19RC.20 Vertex N,Module,0,0,Yes,0,2827,15/12/2024 09:03:46,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/54851/tsm-600neg19rc.20-vertex-n?c=55,63,2827
JA Solar,JAM72D40-590/LB,Module,0,0,Yes,0,1124,15/12/2024 09:03:46,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/59960/jam72d40-590/lb?c=55,64.9,1124
Longi,Hi-MO X6 Explorer LR5-72HTH-585M,Module,0,0,Yes,0,1015,15/12/2024 09:03:46,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/modules/58314/hi-mo-x6-explorer-lr5-72hth-585m?c=55,76.05,1015
AXITEC,AXIbiperfect GXXL TS AC-580TGB/144TS,Module,0,0,Yes,0,128,15/12/2024 09:03:46,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/59715/axibiperfect-gxxl-ts-ac-580tgb/144ts?c=55,60.9,128
JA Solar,JAM72S30-555/MR SF,Module,0,0,Yes,0,795,15/12/2024 09:03:46,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/modules/59959/jam72s30-555/mr-sf?c=55,63.83,795
JA Solar,JAM72S30-550/MR,Module,0,0,Yes,0,39,15/12/2024 09:03:46,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/modules/40332/jam72s30-550/mr?c=55,60.5,39
Trina Solar,TSM-505NEG18R.28 Vertex N,Module,0,0,Yes,0,2799,15/12/2024 09:03:46,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/62545/tsm-505neg18r.28-vertex-n?c=55,60.6,2799
TW Solar,TWMND-60HS495W,Module,0,0,Yes,0,1262,15/12/2024 09:03:46,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/modules/61786/twmnd-60hs495w?c=55,51.98,1262
REC,REC460 ALPHA PURE-RX  Black / Gapless,Module,0,0,Yes,0,397,15/12/2024 09:03:46,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/modules/55942/rec460-alpha-pure-rx-black/gapless?c=55,188.6,397
AXITEC,AXIpremium XL HC AC-460MH/144V,Module,0,0,Yes,0,982,15/12/2024 09:03:46,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/modules/56842/axipremium-xl-hc-ac-460mh/144v?c=55,50.6,982
AXITEC,AXIbiperfect GR WB AC-460TGB/108WB,Module,0,0,Yes,0,3850,15/12/2024 09:03:46,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/60421/axibiperfect-gr-wb-ac-460tgb/108wb?c=55,50.6,3850
AXITEC,AXIbiperfect GR WB AC-460TGB/108WB,Module,0,0,Yes,0,2886,15/12/2024 09:03:47,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/62229/axibiperfect-gr-wb-ac-460tgb/108wb?c=55,50.6,2886
DAS Solar,DAS-DH108ND 455W Blackwhite Double glass,Module,0,0,Yes,0,12726,15/12/2024 09:03:47,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/60142/das-dh108nd-455w-blackwhite-double-glass?c=55,45.5,12726
Trina Solar,TSM-455NEG9R.28 Vertex S+,Module,0,0,Yes,0,14569,15/12/2024 09:03:47,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/60357/tsm-455neg9r.28-vertex-s?c=55,50.05,14569
AXITEC,AXIbiperfect GR WB AC-455TGB/108WB,Module,0,0,Yes,0,6754,15/12/2024 09:03:47,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/60417/axibiperfect-gr-wb-ac-455tgb/108wb?c=55,47.78,6754
JA Solar,JAM54D40-455/LB,Module,0,0,0,1736870400.0,0,15/12/2024 09:03:47,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/64683/jam54d40-455/lb?c=55,54.6,0
JA Solar,JAM54D40-450/LB,Module,0,0,Yes,0,6981,15/12/2024 09:03:47,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/55784/jam54d40-450/lb?c=55,49.5,6981
Trina Solar,TSM-450NEG9R.28 Vertex S+,Module,0,0,0,1738252800.0,0,15/12/2024 09:03:47,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/59555/tsm-450neg9r.28-vertex-s?c=55,45,0
DAS Solar,DAS-DH108ND 450W BlackPro Double glass,Module,0,0,Yes,0,2070,15/12/2024 09:03:47,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/60143/das-dh108nd-450w-blackpro-double-glass?c=55,47.25,2070
AXITEC,AXIbiperfect GR WB AC-450TGB/108WB,Module,0,0,Yes,0,5547,15/12/2024 09:03:47,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/61040/axibiperfect-gr-wb-ac-450tgb/108wb?c=55,49.5,5547
AXITEC,AXIbiperfect GR TB AC-450TGB/108TB,Module,0,0,Yes,0,1179,15/12/2024 09:03:48,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/61061/axibiperfect-gr-tb-ac-450tgb/108tb?c=55,45,1179
AXITEC,AXIbiperfect GL WB AC-450TGBL/108WB,Module,0,0,Yes,0,34736,15/12/2024 09:03:48,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/61744/axibiperfect-gl-wb-ac-450tgbl/108wb?c=55,49.5,34736
AXITEC,AXIperfect FL WB AC-450TFML/108WB,Module,0,0,Yes,0,10914,15/12/2024 09:03:48,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/modules/62659/axiperfect-fl-wb-ac-450tfml/108wb?c=55,47.25,10914
Trina Solar,TSM-445NEG9R.28 Vertex S+,Module,0,0,Yes,0,1289,15/12/2024 09:03:49,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/55125/tsm-445neg9r.28-vertex-s?c=55,42.28,1289
JA Solar,JAM54D40-445/LB,Module,0,0,Yes,0,972,15/12/2024 09:03:49,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/55873/jam54d40-445/lb?c=55,62.3,972
AXITEC,AXIbiperfect GL WB AC-445TGBL/108WB,Module,0,0,Yes,0,2455,15/12/2024 09:03:49,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/59510/axibiperfect-gl-wb-ac-445tgbl/108wb?c=55,46.73,2455
AXITEC,AXIbiperfect GL WB AC-445TGBL/108WB,Module,0,0,Yes,0,2735,15/12/2024 09:03:49,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/59656/axibiperfect-gl-wb-ac-445tgbl/108wb?c=55,46.73,2735
JA Solar,JAM54D41-445/LB,Module,0,0,Yes,0,14576,15/12/2024 09:03:49,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/60727/jam54d41-445/lb?c=55,51.18,14576
TW Solar,TWMNH-48HD445,Module,0,0,Yes,0,12267,15/12/2024 09:03:50,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/60926/twmnh-48hd445?c=55,44.5,12267
Trina Solar,TSM-445NEG9RC.27/TC  Vertex S+,Module,0,0,Yes,0,392,15/12/2024 09:03:51,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/61020/tsm-445neg9rc.27/tc-vertex-s?c=55,48.95,392
Trina Solar,TSM-445NEG9R.25 Vertex S+,Module,0,0,Yes,0,23653,15/12/2024 09:03:51,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/61629/tsm-445neg9r.25-vertex-s?c=55,46.73,23653
Luxor Solar,ECO LINE N-TYPE GLAS-GLAS BIFACIAL M108/445W,Module,0,0,0,1736697600.0,0,15/12/2024 09:03:51,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/64000/eco-line-n-type-glas-glas-bifacial-m108/445w?c=55,60.08,0
AXITEC,AXIblackbiperfect GL AC-445TGBL/108BB,Module,0,0,0,1738080000.0,0,15/12/2024 09:03:51,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/65090/axiblackbiperfect-gl-ac-445tgbl/108bb?c=55,51.18,0
Trina Solar,TSM-440NEG9R.28 Vertex S+,Module,0,0,Yes,0,1,15/12/2024 09:03:51,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/54787/tsm-440neg9r.28-vertex-s?c=55,50.6,1
DAS Solar,DAS-DH108NA 440W,Module,0,0,Yes,0,4953,15/12/2024 09:03:51,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/55165/das-dh108na-440w?c=55,44,4953
TW Solar,TWMNH-48HD440,Module,0,0,Yes,0,1215,15/12/2024 09:03:51,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/59638/twmnh-48hd440?c=55,39.6,1215
Trina Solar,TSM-440NEG9RC.27/TC  Vertex S+,Module,0,0,Yes,0,7337,15/12/2024 09:03:51,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/59781/tsm-440neg9rc.27/tc-vertex-s?c=55,44,7337
Trina Solar,TSM-440NEG9R.25 Vertex S+,Module,0,0,Yes,0,13571,15/12/2024 09:03:51,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/59966/tsm-440neg9r.25-vertex-s?c=55,44,13571
TW Solar,TWMNH-48HC440,Module,0,0,Yes,0,5133,15/12/2024 09:03:52,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/60958/twmnh-48hc440?c=55,46.2,5133
AXITEC,AXIblackbiperfect GL AC-440TGBL/108BB,Module,0,0,Yes,0,13269,15/12/2024 09:03:52,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/61743/axiblackbiperfect-gl-ac-440tgbl/108bb?c=55,48.4,13269
Luxor Solar,ECO LINE N-TYPE HJT Glas-Glas Bifacial 440W,Module,0,0,Yes,0,1282,15/12/2024 09:03:52,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/61748/eco-line-n-type-hjt-glas-glas-bifacial-440w?c=55,77,1282
Luxor Solar,ECO LINE N-TYPE GLAS-GLAS BIF NON REFLECT M96/440W,Module,0,0,0,1738252800.0,0,15/12/2024 09:03:52,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/64638/eco-line-n-type-glas-glas-bif-non-reflect-m96/440w?c=55,149.6,0
AXITEC,AXIbiperfect GL WB AC-435TGBL/108WB,Module,0,0,Yes,0,524,15/12/2024 09:03:52,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/55173/axibiperfect-gl-wb-ac-435tgbl/108wb?c=55,60.9,524
AXITEC,AXIbiperfect GL WB AC-435TGB/108WB,Module,0,0,Yes,0,414,15/12/2024 09:03:52,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/57350/axibiperfect-gl-wb-ac-435tgb/108wb?c=55,60.9,414
Luxor Solar,ECO LINE N-TYPE GLAS-GLAS BIFACIAL M108/435W,Module,0,0,Yes,0,8,15/12/2024 09:03:52,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/59957/eco-line-n-type-glas-glas-bifacial-m108/435w?c=55,47.85,8
Trina Solar,TSM-435NEG9R.25 Vertex S+,Module,0,0,Yes,0,5537,15/12/2024 09:03:52,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/59963/tsm-435neg9r.25-vertex-s?c=55,41.33,5537
TW Solar,TWMNH-48HC435,Module,0,0,Yes,0,8435,15/12/2024 09:03:53,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/60925/twmnh-48hc435?c=55,43.5,8435
DAS Solar,DAS-DH108NA 435 Black Pro,Module,0,0,Yes,0,2934,15/12/2024 09:03:53,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/61364/das-dh108na-435-black-pro?c=55,45.68,2934
Luxor Solar,ECO LINE N-TYPE GLAS-GLAS BIFACIAL M108/435W,Module,0,0,Yes,0,9,15/12/2024 09:03:53,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/62099/eco-line-n-type-glas-glas-bifacial-m108/435w?c=55,58.73,9
Solitek,"SOLID Frameless, Transparent 435W",Module,0,0,Yes,0,209,15/12/2024 09:03:53,Krannich,https://shop.krannich-solar.com/de-en/special-offers/new/62826/solid-frameless-transparent-435w?c=55,152.25,209
Solitek,"BLACKSTAR Framed, Fullblack 435W",Module,0,0,Yes,0,294,15/12/2024 09:03:53,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/62842/blackstar-framed-fullblack-435w?c=55,126.15,294
Solitek,"SOLID Framed, Transparent 435W",Module,0,0,Yes,0,361,15/12/2024 09:03:53,Krannich,https://shop.krannich-solar.com/de-en/special-offers/new/62843/solid-framed-transparent-435w?c=55,160.95,361
Solitek,"SOLID Frameless, Fullblack 435W",Module,0,0,Yes,0,232,15/12/2024 09:03:53,Krannich,https://shop.krannich-solar.com/de-en/special-offers/new/63042/solid-frameless-fullblack-435w?c=55,156.6,232
Solitek,"SOLID Framed, Fullblack 435W",Module,0,0,Yes,0,274,15/12/2024 09:03:53,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/64678/solid-framed-fullblack-435w?c=55,160.95,274
Luxor Solar,ECO LINE N-TYPE HJT Glas-Glas Bifacial 430W,Module,0,0,Yes,0,2064,15/12/2024 09:03:53,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/54108/eco-line-n-type-hjt-glas-glas-bifacial-430w?c=55,75.25,2064
DAS Solar,DAS-DH108NA 430W Black Pro,Module,0,0,Yes,0,1061,15/12/2024 09:03:53,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/55006/das-dh108na-430w-black-pro?c=55,43,1061
Luxor Solar,ECO LINE N-TYPE GLAS-GLAS BIFACIAL M108/430W,Module,0,0,Yes,0,108,15/12/2024 09:03:53,Krannich,https://shop.krannich-solar.com/de-en/special-offers/warehouse-deals/55227/eco-line-n-type-glas-glas-bifacial-m108/430w?c=55,60.2,108
AXITEC,AXIblackbiperfect GL AC-430TGB/108BB,Module,0,0,Yes,0,1466,15/12/2024 09:03:54,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/55243/axiblackbiperfect-gl-ac-430tgb/108bb?c=55,45.15,1466
Luxor Solar,ECO LINE N-TYPE HJT Bifacial 430w frameless,Module,0,0,0,1741881600.0,0,15/12/2024 09:03:54,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/64598/eco-line-n-type-hjt-bifacial-430w-frameless?c=55,98.9,0
REC,REC420 ALPHA PURE Black,Module,0,0,Yes,0,619,15/12/2024 09:03:54,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/modules/42016/rec420-alpha-pure-black?c=55,136.5,619
JA Solar,JAM54S31-405/MR,Module,0,0,0,1734364800.0,0,15/12/2024 09:03:54,Krannich,https://shop.krannich-solar.com/de-en/special-offers/warehouse-deals/42019/jam54s31-405/mr?c=55,36.45,0
AXITEC,AXIpremium XL HC BLK AC-380MH/120V,Module,0,0,Yes,0,888,15/12/2024 09:03:54,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/modules/40075/axipremium-xl-hc-blk-ac-380mh/120v?c=55,57,888
Solitek,"SOLID Frameless, Transparent 245W",Module,0,0,0,1739289600.0,0,15/12/2024 09:03:54,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/61848/solid-frameless-transparent-245w?c=55,120.05,0
Solitek,"SOLID Framed, Transparent 245W",Module,0,0,0,1739289600.0,0,15/12/2024 09:03:54,Krannich,https://shop.krannich-solar.com/de-en/solar-modules/glas-glas-modules/63983/solid-framed-transparent-245w?c=55,122.5,0
SolarEdge,"POWER OPTIMIZER P850, 920Wp",Module,0,0,Yes,0,104,15/12/2024 09:03:55,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/1139/power-optimizer-p850-920wp?c=55,45.55,104
Tigo Energy,TS4-A-S UHD SAFETY RED 700W,Module,0,0,Yes,0,103,15/12/2024 09:03:55,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/2916/ts4-a-s-uhd-safety-red-700w?c=55,21.08,103
SolarEdge,POWER OPTIMIZER S440,Module,0,0,Yes,0,34816,15/12/2024 09:03:55,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/4623/power-optimizer-s440?c=55,47.77,34816
SolarEdge,POWER OPTIMIZER S500,Module,0,0,Yes,0,13821,15/12/2024 09:03:55,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/4624/power-optimizer-s500?c=55,51.23,13821
SolarEdge,POWER OPTIMIZER P750,Module,0,0,0,1742140800.0,0,15/12/2024 09:03:55,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/37042/power-optimizer-p750?c=55,37.6,0
SolarEdge,POWER OPTIMIZER S1200,Module,0,0,Yes,0,14251,15/12/2024 09:03:55,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/40767/power-optimizer-s1200?c=55,59.96,14251
Tigo Energy,TS4-A-O UHD OPTIMIZATION YELLOW 700W,Module,0,0,Yes,0,5,15/12/2024 09:03:55,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/42558/ts4-a-o-uhd-optimization-yellow-700w?c=55,28.89,5
Huawei,Smart PV optimizer 450W,Module,0,0,Yes,0,3650,15/12/2024 09:03:55,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/42639/smart-pv-optimizer-450w?c=55,35.84,3650
Huawei,Smart PV optimizer 600W,Module,0,0,Yes,0,1332,15/12/2024 09:03:56,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/42643/smart-pv-optimizer-600w?c=55,36.9,1332
SolarEdge,POWER OPTIMIZER S1200,Module,0,0,Yes,0,1131,15/12/2024 09:03:56,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/43422/power-optimizer-s1200?c=55,63.21,1131
SolarEdge,POWER OPTIMIZER S1000,Module,0,0,Yes,0,4169,15/12/2024 09:03:56,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/43698/power-optimizer-s1000?c=55,50.66,4169
SolarEdge,POWER OPTIMIZER S1000,Module,0,0,Yes,0,5166,15/12/2024 09:03:56,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/43701/power-optimizer-s1000?c=55,52.99,5166
Huawei,Smart Module Controller 1100W-P,Module,0,0,Yes,0,967,15/12/2024 09:03:56,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/54078/smart-module-controller-1100w-p?c=55,68.46,967
Huawei,Smart Module Controller 1100W-P,Module,0,0,Yes,0,349,15/12/2024 09:03:56,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/54083/smart-module-controller-1100w-p?c=55,72.81,349
Huawei,Smart Module Controller 1300W-P,Module,0,0,Yes,0,194,15/12/2024 09:03:56,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/54084/smart-module-controller-1300w-p?c=55,85.85,194
Huawei,Smart Module Controller 1300W-P,Module,0,0,Yes,0,355,15/12/2024 09:03:57,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/54085/smart-module-controller-1300w-p?c=55,80.41,355
Sungrow,SP600S Optimizer,Module,0,0,Yes,0,241,15/12/2024 09:03:57,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/54427/sp600s-optimizer?c=55,48.2,241
Tigo Energy,100x TS4-A-O UHD OPTIMIZATION YELLOW 700W,Module,0,0,0,1734451200.0,0,15/12/2024 09:03:57,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/55564/100x-ts4-a-o-uhd-optimization-yellow-700w?c=55,2842.7,0
SolarEdge,120x POWER OPTIMIZER S440,Module,0,0,Yes,0,290,15/12/2024 09:03:57,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/55580/120x-power-optimizer-s440?c=55,5374.08,290
SolarEdge,"POWER OPTIMIZER P850, 940Wp",Module,0,0,Yes,0,1376,15/12/2024 09:03:57,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/60343/power-optimizer-p850-940wp?c=55,45.55,1376
SolarEdge,POWER OPTIMIZER S650B,Module,0,0,Yes,0,1098,15/12/2024 09:03:57,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/60809/power-optimizer-s650b?c=55,63.69,1098
BRC Solar,Power Optimizer M500 570W,Module,0,0,Yes,0,2173,15/12/2024 09:03:57,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/61381/power-optimizer-m500-570w?c=55,29.73,2173
Huawei,100x Smart PV optimizer 600W,Module,0,0,Yes,0,13,15/12/2024 09:03:57,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/61646/100x-smart-pv-optimizer-600w?c=55,3689.62,13
BRC Solar,100x Power Optimizer M500 570W,Module,0,0,Yes,0,21,15/12/2024 09:03:58,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/61688/100x-power-optimizer-m500-570w?c=55,2792.48,21
Tigo Energy,TS4-X-O UHD (YELLOW) 800W MC4,Module,0,0,Yes,0,423,15/12/2024 09:03:58,Krannich,https://shop.krannich-solar.com/de-en/special-offers/new/61823/ts4-x-o-uhd-yellow-800w-mc4?c=55,41.37,423
SolarEdge,POWER OPTIMIZER S1400,Module,0,0,0,1742227200.0,0,15/12/2024 09:03:58,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/62313/power-optimizer-s1400?c=55,63.21,0
SolarEdge,POWER OPTIMIZER S1400,Module,0,0,Yes,0,4,15/12/2024 09:03:58,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/62314/power-optimizer-s1400?c=55,66.93,4
SolarEdge,SE100K + 140x P850 Power-Bundle,Module,0,0,Yes,0,9,15/12/2024 09:03:58,Krannich,https://shop.krannich-solar.com/de-en/inverters/solar-inverters/62840/se100k-140x-p850-power-bundle?c=55,10387.83,9
SolarEdge,120x POWER OPTIMIZER S500,Module,0,0,Yes,0,115,15/12/2024 09:03:58,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/63121/120x-power-optimizer-s500?c=55,5762.88,115
SolarEdge,240x POWER OPTIMIZER S1000,Module,0,0,Yes,0,21,15/12/2024 09:03:58,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/63123/240x-power-optimizer-s1000?c=55,12208.32,21
SolarEdge,240x POWER OPTIMIZER S1000,Module,0,0,Yes,0,17,15/12/2024 09:03:59,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/63124/240x-power-optimizer-s1000?c=55,11672.64,17
SolarEdge,240x POWER OPTIMIZER S1200,Module,0,0,Yes,0,59,15/12/2024 09:03:59,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/63125/240x-power-optimizer-s1200?c=55,13813.92,59
SolarEdge,240x POWER OPTIMIZER S1200,Module,0,0,Yes,0,4,15/12/2024 09:03:59,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/63126/240x-power-optimizer-s1200?c=55,14562.72,4
SolarEdge,270x POWER OPTIMIZER P850,Module,0,0,Yes,0,5,15/12/2024 09:03:59,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/63162/270x-power-optimizer-p850?c=55,11806.56,5
SolarEdge,POWER OPTIMIZER S500B,Module,0,0,Yes,0,11701,15/12/2024 09:03:59,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/64417/power-optimizer-s500b?c=55,56.77,11701
Huawei,100x Smart PV optimizer 450W ,Module,0,0,Yes,0,36,15/12/2024 09:03:59,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/64509/100x-smart-pv-optimizer-450w?c=55,3584.22,36
BRC Solar,Power Optimizer M600-M,Module,0,0,0,1737475200.0,0,15/12/2024 09:03:59,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/64837/power-optimizer-m600-m?c=55,37.63,0
SolarEdge,120x POWER OPTIMIZER S500B,Module,0,0,Yes,0,97,15/12/2024 09:03:59,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/65270/120x-power-optimizer-s500b?c=55,6386.4,97
BRC Solar,110x Power Optimizer M600-M,Module,0,0,0,1737475200.0,0,15/12/2024 09:04:00,Krannich,https://shop.krannich-solar.com/de-en/inverters/performance-optimizers/65319/110x-power-optimizer-m600-m?c=55,3888.08,0
Huawei,SUN2000-330KTL-H1,Inverter,0,0,Yes,0,11,15/12/2024 09:08:12,Krannich,https://shop.krannich-solar.com/de-en/inverters/solar-inverters/42587/sun2000-330ktl-h1?c=63,7056.38,11
Sungrow,SG350HX-V135,Inverter,0,0,Yes,0,2,15/12/2024 09:08:12,Krannich,https://shop.krannich-solar.com/de-en/inverters/solar-inverters/42883/sg350hx-v135?c=63,7854,2
