field_manufacturer,title,field_category,field_module_size,field_location,field_stock,field_available,field_quantity,field_date_scraped,field_supplier,field_url,field_price,field_moq
Pylontech,"Pylontech Pelio-L-5.12 LV x4 batterijmodule 20,48kWh",Battery,,Netherlands,Yes,0,10,15/12/2024 09:08:55,Segen Solar,https://portal.segensolar.nl/nav/pv/StorageSystems/Li-ionBatteryPack/-part-PYL-PELIO-L-4-20.48,"4,373.68 ",10
Fox ESS,"Fox EQ HV EQ4800-L3, 13.98kWh 1x Master 2x Slave",Battery,,Netherlands,Yes,0,6,15/12/2024 09:08:55,Segen Solar,https://portal.segensolar.nl/nav/pv/StorageSystems/Li-ionBatteryPack/-part-FE-HV-EQ-3-4.8-14.4,"4,396.00 ",6
BYD,"Accubox Premium HVS 12,8kWh",Battery,,Netherlands,Yes,0,3,15/12/2024 09:08:55,Segen Solar,https://portal.segensolar.nl/nav/pv/StorageSystems/Li-ionBatteryPack/-part-BYD-HVS-12.8,"4,715.28 ",3
Fox ESS,ECS2900 set van 5 (master + 4x slave) | 14.4kWh,Battery,,Netherlands,Yes,0,8,15/12/2024 09:08:56,Segen Solar,https://portal.segensolar.nl/nav/pv/StorageSystems/Li-ionBatteryPack/-part-FE-HV-EC-A-5-2.9-14.5,"4,770.08 ",8
Pylontech,Force-H3 HV-systeem 20.5 kWh,Battery,,Netherlands,Yes,0,62,15/12/2024 09:08:56,Segen Solar,https://portal.segensolar.nl/nav/pv/StorageSystems/Li-ionBatteryPack/-part-PYL-F-H3-BATT-BMU-20.5,"4,983.29 ",62
Fox ESS,ECS2900 set van 6 (master + 5x slave) | 17.28kWh,Battery,,Netherlands,Yes,0,6,15/12/2024 09:08:56,Segen Solar,https://portal.segensolar.nl/nav/pv/StorageSystems/Li-ionBatteryPack/-part-FE-HV-EC-A-6-2.9-17.4,"5,690.72 ",6
Huawei,LUNA2000 14 kWh Smart String Opslagsysteem,Battery,,Netherlands,Yes,0,16,15/12/2024 09:08:56,Segen Solar,https://portal.segensolar.nl/nav/pv/StorageSystems/Li-ionBatteryPack/-part-HUA-LUNA2000-14-S1,"5,707.88 ",16
Huawei,LUNA 15kWh opslag pakket,Battery,,Netherlands,Yes,0,13,15/12/2024 09:08:56,Segen Solar,https://portal.segensolar.nl/nav/pv/StorageSystems/Li-ionBatteryPack/-part-SUN2000-LUNA-15KWh,"5,806.43 ",13
Fox ESS,"Fox EQ HV EQ4800-L4, 18.64kWh 1x Master 3x Slave",Battery,,Netherlands,Yes,0,6,15/12/2024 09:08:57,Segen Solar,https://portal.segensolar.nl/nav/pv/StorageSystems/Li-ionBatteryPack/-part-FE-HV-EQ-4-4.8-19.2,"5,824.00 ",6
Pylontech,Force-H3 HV-systeem 25.6 kWh,Battery,,Netherlands,Yes,0,49,15/12/2024 09:08:57,Segen Solar,https://portal.segensolar.nl/nav/pv/StorageSystems/Li-ionBatteryPack/-part-PYL-F-H3-BATT-BMU-25.6,"6,108.12 ",49
Fox ESS,ECS2900 set van 7 (master + 6x slave) | 20.16kWh,Battery,,Netherlands,Yes,0,4,15/12/2024 09:08:57,Segen Solar,https://portal.segensolar.nl/nav/pv/StorageSystems/Li-ionBatteryPack/-part-FE-HV-EC-A-7-2.9-20.3,"6,611.36 ",4
Pylontech,Force-H3 HV-systeem 30.7 kWh,Battery,,Netherlands,Yes,0,41,15/12/2024 09:08:57,Segen Solar,https://portal.segensolar.nl/nav/pv/StorageSystems/Li-ionBatteryPack/-part-PYL-F-H3-BATT-BMU-30.7,"7,232.95 ",41
Fox ESS,"Fox EQ HV EQ4800-L5, 23.3kWh 1x Master 4x Slave",Battery,,Netherlands,Yes,0,6,15/12/2024 09:08:58,Segen Solar,https://portal.segensolar.nl/nav/pv/StorageSystems/Li-ionBatteryPack/-part-FE-HV-EQ-5-4.8-24.0,"7,252.00 ",6
Huawei,LUNA2000 21 kWh Smart String Opslagsysteem,Battery,,Netherlands,Yes,0,15,15/12/2024 09:08:58,Segen Solar,https://portal.segensolar.nl/nav/pv/StorageSystems/Li-ionBatteryPack/-part-HUA-LUNA2000-21-S1,"8,131.49 ",15
Pylontech,Force-H3 HV-systeem 35.8 kWh,Battery,,Netherlands,Yes,0,35,15/12/2024 09:08:58,Segen Solar,https://portal.segensolar.nl/nav/pv/StorageSystems/Li-ionBatteryPack/-part-PYL-F-H3-BATT-BMU-35.8,"8,357.78 ",35
Fox ESS,"Fox EQ HV EQ4800-L6, 27.96kWh 1x Master 5x Slave",Battery,,Netherlands,Yes,0,5,15/12/2024 09:08:58,Segen Solar,https://portal.segensolar.nl/nav/pv/StorageSystems/Li-ionBatteryPack/-part-FE-HV-EQ-6-4.8-28.8,"8,680.00 ",5
Fox ESS,"Fox EQ HV EQ4800-L7, 32.61kWh 1x Master 6x Slave",Battery,,Netherlands,Yes,0,4,15/12/2024 09:08:58,Segen Solar,https://portal.segensolar.nl/nav/pv/StorageSystems/Li-ionBatteryPack/-part-FE-HV-EQ-7-4.8-33.6,"10,108.00 ",4
Fox ESS,"Fox EQ HV EQ4800-L8, 37.27kWh 1x Master 7x Slave",Battery,,Netherlands,Yes,0,3,15/12/2024 09:08:58,Segen Solar,https://portal.segensolar.nl/nav/pv/StorageSystems/Li-ionBatteryPack/-part-FE-HV-EQ-8-4.8-38.4,"11,536.00 ",3
Fox ESS,"Fox EQ HV EQ4800-L9, 41.93kWh 1x Master 8x Slave",Battery,,Netherlands,Yes,0,3,15/12/2024 09:08:59,Segen Solar,https://portal.segensolar.nl/nav/pv/StorageSystems/Li-ionBatteryPack/-part-FE-HV-EQ-9-4.8-43.2,"12,964.00 ",3
